climate_variable,avg_sig_corr,max_sig_corr,sig_corr_count,sig_corr_ratio(%)
climate_risk_unseasonably_cold_ma_120d_above_1_std_lag_30d,0.503,0.503,1,0.09
climate_risk_heat_stress_weighted_score_country_sum_ssqrt_lag_30d,0.503,0.503,1,0.068
climate_risk_unseasonably_cold_ma_60d_above_1_std_lag_30d,0.503,0.503,1,0.098
climate_risk_coldwave_ma_90d_above_1_std_lag_30d,0.502,0.502,1,0.095
climate_risk_coldwave_ma_14d,0.622,0.632,2,0.11
climate_risk_excess_precip_max_240d,0.61,0.788,54,2.406
climate_risk_coldwave_max_14d,0.607,0.666,3,0.165
climate_risk_drought_ma_60d,0.605,0.734,51,2.273
climate_risk_drought_ma_90d,0.605,0.777,58,2.585
climate_risk_drought_ma_120d,0.6,0.791,65,2.897
climate_risk_drought_ma_30d,0.596,0.724,40,1.783
climate_risk_excess_precip_max_7d,0.59,0.59,1,0.045
climate_risk_drought_ma_240d,0.588,0.73,57,2.54
climate_risk_drought_max_7d,0.578,0.578,1,0.045
climate_risk_coldwave_max_30d,0.577,0.706,19,0.989
climate_risk_heat_stress_ma_90d,0.574,0.641,6,0.333
climate_risk_excess_precip_max_14d,0.573,0.595,2,0.089
climate_risk_coldwave_max_60d,0.566,0.7,39,1.928
climate_risk_excess_precip_weighted_score_ssqrt,0.566,0.566,1,0.045
climate_risk_excess_precip_weighted_score_country_sum,0.565,0.635,19,0.847
climate_risk_coldwave_max_120d,0.564,0.634,9,0.434
climate_risk_unseasonably_cold_ma_240d,0.56,0.573,2,0.092
climate_risk_excess_precip_score_ssqrt,0.559,0.559,1,0.045
climate_risk_excess_precip_ma_14d,0.557,0.597,2,0.089
climate_risk_heat_stress_max_90d,0.557,0.569,2,0.111
climate_risk_drought_ma_14d,0.556,0.647,31,1.381
climate_risk_drought_max_30d,0.555,0.647,12,0.535
climate_risk_coldwave_ma_30d,0.555,0.695,14,0.729
climate_risk_coldwave_max_240d,0.555,0.61,5,0.228
climate_risk_coldwave_max_90d,0.554,0.708,31,1.52
climate_risk_heat_stress_ma_120d,0.554,0.615,7,0.371
climate_risk_excess_precip_ma_7d,0.554,0.554,1,0.045
climate_risk_excess_precip_ma_90d,0.547,0.676,51,2.273
climate_risk_coldwave_score_country_mean,0.547,0.565,6,0.346
climate_risk_coldwave_ma_240d,0.547,0.586,4,0.182
climate_risk_excess_precip_ma_120d,0.547,0.66,56,2.496
climate_risk_heat_stress_max_60d,0.545,0.561,2,0.116
climate_risk_unseasonably_cold_max_240d,0.545,0.571,5,0.23
climate_risk_drought_max_14d,0.545,0.7,17,0.758
climate_risk_excess_precip_ma_60d,0.544,0.613,48,2.139
climate_risk_coldwave_ma_60d,0.544,0.695,19,0.939
climate_risk_drought_max_90d,0.543,0.63,12,0.535
climate_risk_excess_precip_ma_240d,0.542,0.634,83,3.699
climate_risk_excess_precip_score_country_mean,0.541,0.612,14,0.624
climate_risk_excess_precip_max_60d,0.539,0.606,19,0.847
climate_risk_coldwave_weighted_score_country_sum,0.539,0.555,5,0.288
climate_risk_drought_score_country_max,0.536,0.613,16,0.713
climate_risk_coldwave_ma_120d,0.535,0.586,9,0.434
climate_risk_excess_precip_max_120d,0.535,0.597,18,0.802
climate_risk_excess_precip_score_country_max,0.534,0.578,8,0.357
climate_risk_drought_max_60d,0.534,0.582,11,0.49
climate_risk_excess_precip_ma_30d,0.533,0.586,28,1.248
climate_risk_excess_precip_max_90d,0.532,0.579,15,0.668
climate_risk_drought_max_240d,0.532,0.599,21,0.936
climate_risk_heat_stress_ma_240d,0.532,0.54,2,0.093
climate_risk_unseasonably_cold_max_30d,0.532,0.54,2,0.115
climate_risk_coldwave_score_country_std,0.53,0.546,7,0.404
climate_risk_coldwave_ma_90d,0.53,0.586,10,0.49
climate_risk_unseasonably_cold_max_90d,0.53,0.554,4,0.206
climate_risk_excess_precip_max_30d,0.528,0.588,13,0.579
climate_risk_unseasonably_cold_max_120d,0.528,0.567,7,0.349
climate_risk_unseasonably_cold_max_60d,0.528,0.578,6,0.324
climate_risk_excess_precip_score_sin,0.526,0.526,1,0.045
climate_risk_coldwave_score_country_max,0.526,0.543,7,0.404
climate_risk_heat_stress_ma_60d,0.526,0.548,5,0.291
climate_risk_unseasonably_cold_score_country_mean,0.525,0.547,7,0.452
climate_risk_drought_weighted_score_country_sum,0.525,0.572,14,0.624
climate_risk_excess_precip_score_log1p,0.524,0.524,1,0.045
climate_risk_drought_score_country_mean,0.523,0.554,16,0.713
climate_risk_heat_stress_score_country_max,0.522,0.528,2,0.143
climate_risk_drought_max_120d,0.521,0.577,14,0.624
climate_risk_unseasonably_cold_score_country_max,0.521,0.535,7,0.452
climate_risk_excess_precip_weighted_score_log1p,0.52,0.52,1,0.045
climate_risk_unseasonably_cold_score_country_std,0.52,0.536,7,0.452
climate_risk_unseasonably_cold_ma_120d,0.52,0.554,10,0.499
climate_risk_unseasonably_cold_ma_30d,0.519,0.519,1,0.058
climate_risk_unseasonably_cold_ma_90d,0.517,0.526,6,0.31
climate_risk_excess_precip_score_country_std,0.517,0.52,2,0.089
climate_risk_heat_stress_max_240d,0.517,0.575,16,0.741
climate_risk_drought_ma_7d,0.515,0.569,6,0.267
climate_risk_unseasonably_cold_ma_60d,0.515,0.526,4,0.216
climate_risk_heat_stress_max_120d,0.514,0.546,9,0.477
climate_risk_heat_stress_weighted_score_country_sum,0.514,0.528,3,0.215
climate_risk_unseasonably_cold_weighted_score_country_sum,0.513,0.513,1,0.065
climate_risk_heat_stress_score_country_mean,0.511,0.524,3,0.215
climate_risk_excess_precip_weighted_score_sin,0.509,0.509,1,0.045
climate_risk_heat_stress_max_30d,0.508,0.508,1,0.063
climate_risk_heat_stress_ma_30d,0.508,0.508,1,0.063
climate_risk_heat_stress_max_14d,0.507,0.511,4,0.264
climate_risk_excess_precip_weighted_score,0.504,0.504,1,0.045
climate_risk_coldwave_ma_14d_cos_above_3_std,0.654,0.663,2,0.11
climate_risk_drought_ma_90d_cos_above_3_std,0.599,0.784,62,2.763
climate_risk_drought_ma_90d_log1p_above_3_std,0.593,0.704,25,1.225
climate_risk_excess_precip_ma_30d_sin_above_3_std,0.591,0.591,1,0.046
climate_risk_excess_precip_ma_30d_log1p_above_3_std,0.588,0.588,1,0.046
climate_risk_drought_ma_60d_cos_above_3_std,0.588,0.707,50,2.228
climate_risk_drought_ma_90d_sin_above_3_std,0.586,0.715,27,1.346
climate_risk_drought_ma_60d_log1p_above_3_std,0.584,0.675,20,0.98
climate_risk_drought_ma_30d_cos_above_3_std,0.583,0.723,32,1.426
climate_risk_drought_ma_90d_ssqrt_above_3_std,0.582,0.678,31,1.392
climate_risk_coldwave_ma_30d_cos_above_3_std,0.581,0.646,14,0.729
climate_risk_drought_ma_60d_sin_above_3_std,0.581,0.669,20,0.98
climate_risk_drought_max_90d_ssqrt_above_3_std,0.577,0.633,3,0.134
climate_risk_excess_precip_ma_90d_ssqrt_above_3_std,0.575,0.623,11,0.49
climate_risk_drought_ma_30d_ssqrt_above_3_std,0.572,0.672,25,1.167
climate_risk_heat_stress_max_90d_ssqrt_above_3_std,0.57,0.634,17,1.613
climate_risk_excess_precip_max_60d_ssqrt_above_3_std,0.569,0.65,8,0.357
climate_risk_excess_precip_ma_90d_log1p_above_3_std,0.568,0.625,8,0.383
climate_risk_heat_stress_max_90d_log1p_above_3_std,0.567,0.621,12,1.103
climate_risk_drought_ma_14d_cos_above_3_std,0.567,0.643,19,0.847
climate_risk_heat_stress_ma_90d_cos_above_3_std,0.567,0.632,5,0.277
climate_risk_heat_stress_ma_90d_sin_above_3_std,0.566,0.594,3,0.49
climate_risk_heat_stress_ma_90d_ssqrt_above_3_std,0.566,0.591,3,0.392
climate_risk_heat_stress_max_90d_thresh_mag_above_3_std,0.564,0.63,20,1.81
climate_risk_heat_stress_ma_90d_log1p_above_3_std,0.563,0.59,3,0.477
climate_risk_drought_max_60d_log1p_above_3_std,0.561,0.641,6,0.267
climate_risk_excess_precip_max_90d_log1p_above_3_std,0.561,0.646,17,0.758
climate_risk_drought_max_30d_ssqrt_above_3_std,0.558,0.59,8,0.359
climate_risk_coldwave_ma_60d_cos_above_3_std,0.555,0.649,14,0.692
climate_risk_excess_precip_ma_60d_cos_above_3_std,0.554,0.64,22,0.98
climate_risk_drought_ma_30d_thresh_mag_above_3_std,0.554,0.595,7,0.358
climate_risk_excess_precip_ma_60d_ssqrt_above_3_std,0.554,0.593,9,0.404
climate_risk_drought_ma_60d_ssqrt_above_3_std,0.552,0.653,34,1.55
climate_risk_drought_ma_30d_log1p_above_3_std,0.551,0.592,11,0.539
climate_risk_drought_ma_90d_thresh_mag_above_3_std,0.549,0.646,16,1.289
climate_risk_excess_precip_ma_90d_cos_above_3_std,0.548,0.622,22,0.98
climate_risk_drought_max_30d_sin_above_3_std,0.548,0.591,8,0.359
climate_risk_excess_precip_ma_90d_sin_above_3_std,0.546,0.591,7,0.338
climate_risk_excess_precip_max_90d_sin_above_3_std,0.545,0.584,5,0.223
climate_risk_drought_ma_30d_sin_above_3_std,0.544,0.581,12,0.583
climate_risk_excess_precip_ma_30d_cos_above_3_std,0.532,0.548,7,0.312
climate_risk_drought_max_90d_log1p_above_3_std,0.529,0.589,4,0.178
climate_risk_excess_precip_ma_30d_ssqrt_above_3_std,0.529,0.529,1,0.045
climate_risk_drought_ma_60d_thresh_mag_above_3_std,0.528,0.582,17,1.087
climate_risk_drought_ma_14d_thresh_mag_above_3_std,0.525,0.529,2,0.094
climate_risk_drought_ma_14d_ssqrt_above_3_std,0.522,0.551,7,0.324
climate_risk_excess_precip_max_90d_ssqrt_above_3_std,0.517,0.517,1,0.045
climate_risk_heat_stress_max_60d_thresh_mag_above_3_std,0.515,0.534,3,0.289
climate_risk_heat_stress_max_60d_log1p_above_3_std,0.515,0.535,3,0.289
climate_risk_heat_stress_ma_60d_cos_above_3_std,0.512,0.521,2,0.116
climate_risk_heat_stress_max_60d_ssqrt_above_3_std,0.51,0.532,7,0.675
climate_risk_unseasonably_cold_ma_60d_cos_above_3_std,0.508,0.508,1,0.054
climate_risk_drought_ma_14d_sin_above_3_std,0.503,0.503,1,0.049
climate_risk_drought_max_60d_ssqrt_above_3_std,0.501,0.501,1,0.045
climate_risk_coldwave_max_60d_thresh_mag_above_1_std_lag_30d,0.664,0.825,22,1.307
climate_risk_drought_ma_90d_thresh_mag_above_1_std_lag_30d,0.624,0.813,14,1.113
climate_risk_coldwave_max_30d_thresh_mag_above_1_std_lag_30d,0.623,0.773,15,1.003
climate_risk_drought_max_30d_cos_above_1_std_lag_30d,0.617,0.713,14,0.624
climate_risk_unseasonably_cold_max_120d_cos_above_1_std_lag_30d,0.615,0.637,2,0.114
climate_risk_drought_ma_60d_ssqrt_above_1_std_lag_30d,0.615,0.771,48,2.139
climate_risk_drought_ma_60d_cos_above_1_std_lag_30d,0.615,0.811,60,2.674
climate_risk_drought_ma_90d_cos_above_1_std_lag_30d,0.606,0.796,58,2.585
climate_risk_drought_max_30d_ssqrt_above_1_std_lag_30d,0.605,0.7,12,0.535
climate_risk_unseasonably_cold_ma_60d_ssqrt_above_1_std_lag_30d,0.603,0.644,9,0.654
climate_risk_coldwave_max_90d_thresh_mag_above_1_std_lag_30d,0.601,0.833,22,1.244
climate_risk_drought_ma_30d_sin_above_1_std_lag_30d,0.601,0.795,34,1.515
climate_risk_drought_ma_60d_sin_above_1_std_lag_30d,0.599,0.749,47,2.094
climate_risk_drought_ma_90d_ssqrt_above_1_std_lag_30d,0.598,0.772,55,2.451
climate_risk_drought_ma_30d_log1p_above_1_std_lag_30d,0.596,0.791,35,1.56
climate_risk_drought_ma_30d_ssqrt_above_1_std_lag_30d,0.594,0.723,36,1.604
climate_risk_drought_ma_60d_log1p_above_1_std_lag_30d,0.593,0.74,50,2.228
climate_risk_drought_max_30d_thresh_mag_above_1_std_lag_30d,0.593,0.663,12,0.539
climate_risk_heat_stress_ma_60d_sin_above_1_std_lag_30d,0.591,0.709,8,0.682
climate_risk_heat_stress_ma_60d_cos_above_1_std_lag_30d,0.589,0.709,8,0.452
climate_risk_heat_stress_ma_60d_log1p_above_1_std_lag_30d,0.589,0.705,8,0.672
climate_risk_coldwave_max_30d_ssqrt_above_1_std_lag_30d,0.589,0.712,11,0.641
climate_risk_drought_ma_120d_cos_above_1_std_lag_30d,0.587,0.811,66,2.941
climate_risk_drought_ma_120d_thresh_mag_above_1_std_lag_30d,0.586,0.745,19,1.803
climate_risk_drought_max_90d_sin_above_1_std_lag_30d,0.585,0.585,1,0.045
climate_risk_unseasonably_cold_max_90d_cos_above_1_std_lag_30d,0.585,0.594,2,0.112
climate_risk_drought_ma_90d_log1p_above_1_std_lag_30d,0.585,0.753,56,2.496
climate_risk_drought_ma_90d_sin_above_1_std_lag_30d,0.584,0.737,54,2.406
climate_risk_drought_ma_30d_cos_above_1_std_lag_30d,0.583,0.741,46,2.05
climate_risk_drought_ma_120d_ssqrt_above_1_std_lag_30d,0.58,0.775,62,2.763
climate_risk_coldwave_max_30d_cos_above_1_std_lag_30d,0.58,0.684,21,1.065
climate_risk_coldwave_max_90d_cos_above_1_std_lag_30d,0.58,0.814,41,2.044
climate_risk_drought_max_30d_log1p_above_1_std_lag_30d,0.579,0.688,12,0.535
climate_risk_drought_ma_60d_thresh_mag_above_1_std_lag_30d,0.577,0.732,20,1.252
climate_risk_heat_stress_ma_120d_log1p_above_1_std_lag_30d,0.577,0.612,6,0.452
climate_risk_unseasonably_cold_max_120d_ssqrt_above_1_std_lag_30d,0.576,0.577,2,0.106
climate_risk_heat_stress_ma_90d_sin_above_1_std_lag_30d,0.576,0.669,8,0.636
climate_risk_heat_stress_ma_120d_sin_above_1_std_lag_30d,0.575,0.609,6,0.452
climate_risk_drought_max_60d_cos_above_1_std_lag_30d,0.575,0.703,7,0.312
climate_risk_drought_ma_120d_tangent_above_1_std_lag_30d,0.575,0.699,24,1.412
climate_risk_heat_stress_ma_90d_log1p_above_1_std_lag_30d,0.575,0.663,8,0.636
climate_risk_coldwave_max_60d_cos_above_1_std_lag_30d,0.574,0.738,39,1.944
climate_risk_drought_ma_120d_sin_above_1_std_lag_30d,0.572,0.75,59,2.629
climate_risk_drought_ma_120d_log1p_above_1_std_lag_30d,0.571,0.746,60,2.674
climate_risk_coldwave_max_30d_sin_above_1_std_lag_30d,0.568,0.689,20,1.188
climate_risk_excess_precip_ma_60d_ssqrt_above_1_std_lag_30d,0.567,0.786,52,2.317
climate_risk_coldwave_max_90d_sin_above_1_std_lag_30d,0.565,0.676,20,1.014
climate_risk_heat_stress_ma_90d_cos_above_1_std_lag_30d,0.564,0.658,9,0.49
climate_risk_unseasonably_cold_max_120d_log1p_above_1_std_lag_30d,0.563,0.636,14,0.763
climate_risk_excess_precip_ma_90d_cos_above_1_std_lag_30d,0.563,0.626,21,0.936
climate_risk_excess_precip_ma_90d_ssqrt_above_1_std_lag_30d,0.562,0.668,54,2.406
climate_risk_coldwave_max_30d_log1p_above_1_std_lag_30d,0.562,0.688,20,1.188
climate_risk_coldwave_max_60d_sin_above_1_std_lag_30d,0.562,0.664,36,1.943
climate_risk_excess_precip_ma_60d_cos_above_1_std_lag_30d,0.562,0.66,24,1.07
climate_risk_unseasonably_cold_max_60d_log1p_above_1_std_lag_30d,0.56,0.614,13,0.772
climate_risk_coldwave_ma_30d_cos_above_1_std_lag_30d,0.56,0.636,17,0.862
climate_risk_excess_precip_ma_120d_tangent_above_1_std_lag_30d,0.559,0.649,34,1.515
climate_risk_drought_max_60d_log1p_above_1_std_lag_30d,0.559,0.615,13,0.579
climate_risk_coldwave_max_60d_ssqrt_above_1_std_lag_30d,0.558,0.69,33,1.749
climate_risk_drought_max_30d_sin_above_1_std_lag_30d,0.558,0.691,10,0.446
climate_risk_coldwave_ma_60d_cos_above_1_std_lag_30d,0.557,0.632,18,0.89
climate_risk_heat_stress_ma_60d_ssqrt_above_1_std_lag_30d,0.557,0.674,12,0.821
climate_risk_coldwave_ma_90d_ssqrt_above_1_std_lag_30d,0.556,0.609,9,0.616
climate_risk_unseasonably_cold_max_90d_log1p_above_1_std_lag_30d,0.556,0.643,15,0.832
climate_risk_heat_stress_ma_90d_ssqrt_above_1_std_lag_30d,0.556,0.646,12,0.776
climate_risk_drought_max_60d_ssqrt_above_1_std_lag_30d,0.556,0.615,14,0.624
climate_risk_coldwave_max_90d_ssqrt_above_1_std_lag_30d,0.556,0.699,25,1.257
climate_risk_excess_precip_ma_60d_sin_above_1_std_lag_30d,0.556,0.678,31,1.381
climate_risk_excess_precip_ma_90d_log1p_above_1_std_lag_30d,0.555,0.7,46,2.05
climate_risk_coldwave_max_60d_log1p_above_1_std_lag_30d,0.553,0.656,36,1.943
climate_risk_excess_precip_ma_90d_tangent_above_1_std_lag_30d,0.553,0.653,28,1.248
climate_risk_excess_precip_ma_90d_sin_above_1_std_lag_30d,0.552,0.7,40,1.783
climate_risk_coldwave_max_90d_log1p_above_1_std_lag_30d,0.552,0.667,22,1.116
climate_risk_coldwave_ma_90d_log1p_above_1_std_lag_30d,0.552,0.568,2,0.176
climate_risk_drought_max_90d_cos_above_1_std_lag_30d,0.551,0.664,7,0.314
climate_risk_excess_precip_max_60d_sin_above_1_std_lag_30d,0.551,0.63,20,0.891
climate_risk_heat_stress_ma_120d_ssqrt_above_1_std_lag_30d,0.551,0.577,12,0.735
climate_risk_heat_stress_ma_120d_cos_above_1_std_lag_30d,0.55,0.59,6,0.312
climate_risk_excess_precip_max_120d_sin_above_1_std_lag_30d,0.55,0.629,6,0.267
climate_risk_excess_precip_ma_60d_log1p_above_1_std_lag_30d,0.55,0.665,39,1.738
climate_risk_excess_precip_ma_120d_log1p_above_1_std_lag_30d,0.549,0.659,54,2.406
climate_risk_drought_max_60d_thresh_mag_above_1_std_lag_30d,0.548,0.654,12,0.535
climate_risk_excess_precip_ma_120d_cos_above_1_std_lag_30d,0.548,0.644,34,1.515
climate_risk_excess_precip_ma_120d_ssqrt_above_1_std_lag_30d,0.547,0.645,67,2.986
climate_risk_excess_precip_ma_120d_sin_above_1_std_lag_30d,0.545,0.653,54,2.406
climate_risk_excess_precip_max_60d_log1p_above_1_std_lag_30d,0.542,0.608,22,0.98
climate_risk_excess_precip_max_60d_ssqrt_above_1_std_lag_30d,0.542,0.591,20,0.891
climate_risk_excess_precip_max_90d_log1p_above_1_std_lag_30d,0.541,0.589,14,0.624
climate_risk_excess_precip_max_120d_cos_above_1_std_lag_30d,0.539,0.6,15,0.668
climate_risk_coldwave_ma_120d_cos_above_1_std_lag_30d,0.538,0.623,9,0.434
climate_risk_excess_precip_max_30d_sin_above_1_std_lag_30d,0.538,0.575,15,0.668
climate_risk_excess_precip_max_120d_thresh_mag_above_1_std_lag_30d,0.538,0.576,14,0.624
climate_risk_excess_precip_max_60d_cos_above_1_std_lag_30d,0.537,0.57,5,0.223
climate_risk_excess_precip_max_90d_cos_above_1_std_lag_30d,0.536,0.571,9,0.401
climate_risk_drought_max_60d_sin_above_1_std_lag_30d,0.536,0.579,4,0.178
climate_risk_unseasonably_cold_max_120d_thresh_mag_above_1_std_lag_30d,0.536,0.568,4,0.22
climate_risk_excess_precip_max_120d_log1p_above_1_std_lag_30d,0.536,0.636,18,0.802
climate_risk_coldwave_ma_90d_cos_above_1_std_lag_30d,0.534,0.623,9,0.438
climate_risk_drought_max_120d_log1p_above_1_std_lag_30d,0.533,0.604,11,0.49
climate_risk_excess_precip_max_120d_ssqrt_above_1_std_lag_30d,0.533,0.632,17,0.758
climate_risk_excess_precip_max_90d_ssqrt_above_1_std_lag_30d,0.532,0.566,14,0.624
climate_risk_unseasonably_cold_max_90d_ssqrt_above_1_std_lag_30d,0.531,0.547,3,0.162
climate_risk_drought_max_90d_thresh_mag_above_1_std_lag_30d,0.531,0.586,5,0.223
climate_risk_coldwave_ma_120d_sin_above_1_std_lag_30d,0.531,0.546,2,0.171
climate_risk_unseasonably_cold_max_60d_thresh_mag_above_1_std_lag_30d,0.53,0.538,3,0.184
climate_risk_drought_max_120d_ssqrt_above_1_std_lag_30d,0.53,0.603,12,0.535
climate_risk_unseasonably_cold_ma_90d_cos_above_1_std_lag_30d,0.529,0.547,2,0.102
climate_risk_excess_precip_max_90d_sin_above_1_std_lag_30d,0.526,0.598,12,0.535
climate_risk_drought_ma_30d_thresh_mag_above_1_std_lag_30d,0.526,0.564,9,0.456
climate_risk_drought_max_90d_log1p_above_1_std_lag_30d,0.524,0.56,14,0.624
climate_risk_unseasonably_cold_ma_120d_cos_above_1_std_lag_30d,0.524,0.534,2,0.101
climate_risk_unseasonably_cold_ma_60d_cos_above_1_std_lag_30d,0.522,0.522,1,0.053
climate_risk_drought_max_90d_ssqrt_above_1_std_lag_30d,0.522,0.56,15,0.668
climate_risk_coldwave_ma_120d_log1p_above_1_std_lag_30d,0.521,0.521,1,0.084
climate_risk_drought_max_120d_thresh_mag_above_1_std_lag_30d,0.52,0.545,8,0.357
climate_risk_coldwave_ma_30d_sin_above_1_std_lag_30d,0.519,0.519,1,0.089
climate_risk_coldwave_ma_120d_ssqrt_above_1_std_lag_30d,0.519,0.534,7,0.463
climate_risk_coldwave_ma_60d_sin_above_1_std_lag_30d,0.519,0.519,1,0.092
climate_risk_drought_max_120d_cos_above_1_std_lag_30d,0.519,0.532,4,0.181
climate_risk_excess_precip_max_60d_thresh_mag_above_1_std_lag_30d,0.519,0.536,5,0.223
climate_risk_unseasonably_cold_max_120d_sin_above_1_std_lag_30d,0.519,0.519,1,0.053
climate_risk_excess_precip_max_90d_thresh_mag_above_1_std_lag_30d,0.518,0.531,6,0.267
climate_risk_heat_stress_max_90d_thresh_mag_above_1_std_lag_30d,0.517,0.527,4,0.267
climate_risk_heat_stress_max_120d_thresh_mag_above_1_std_lag_30d,0.517,0.528,4,0.253
climate_risk_coldwave_ma_90d_sin_above_1_std_lag_30d,0.516,0.516,1,0.09
climate_risk_unseasonably_cold_max_60d_cos_above_1_std_lag_30d,0.515,0.529,3,0.165
climate_risk_coldwave_ma_30d_log1p_above_1_std_lag_30d,0.513,0.513,1,0.087
climate_risk_heat_stress_max_60d_sin_above_1_std_lag_30d,0.512,0.535,5,0.313
climate_risk_unseasonably_cold_max_90d_sin_above_1_std_lag_30d,0.511,0.511,1,0.054
climate_risk_unseasonably_cold_ma_60d_sin_above_1_std_lag_30d,0.51,0.519,2,0.181
climate_risk_heat_stress_max_60d_thresh_mag_above_1_std_lag_30d,0.509,0.509,1,0.074
climate_risk_heat_stress_max_60d_log1p_above_1_std_lag_30d,0.509,0.522,4,0.253
climate_risk_unseasonably_cold_ma_60d_log1p_above_1_std_lag_30d,0.508,0.508,1,0.089
climate_risk_unseasonably_cold_max_90d_thresh_mag_above_1_std_lag_30d,0.507,0.516,3,0.173
climate_risk_excess_precip_max_30d_cos_above_1_std_lag_30d,0.507,0.514,3,0.134
climate_risk_unseasonably_cold_max_60d_sin_above_1_std_lag_30d,0.507,0.507,1,0.058
climate_risk_heat_stress_max_90d_sin_above_1_std_lag_30d,0.506,0.508,2,0.118
climate_risk_heat_stress_max_60d_ssqrt_above_1_std_lag_30d,0.505,0.505,1,0.059
climate_risk_coldwave_ma_60d_log1p_above_1_std_lag_30d,0.505,0.505,1,0.085
climate_risk_unseasonably_cold_max_60d_ssqrt_above_1_std_lag_30d,0.504,0.504,1,0.058
climate_risk_drought_max_120d_sin_above_1_std_lag_30d,0.504,0.505,4,0.178
climate_risk_unseasonably_cold_ma_90d_ssqrt_above_1_std_lag_30d,0.503,0.503,1,0.071
climate_risk_coldwave_ma_30d_ssqrt_above_1_std_lag_30d,0.501,0.501,1,0.073
climate_risk_drought_ma_120d_thresh_mag_above_3_std,0.626,0.781,10,0.964
climate_risk_excess_precip_max_240d_ssqrt_above_3_std,0.62,0.798,53,2.362
climate_risk_excess_precip_max_240d_log1p_above_3_std,0.613,0.8,56,2.496
climate_risk_drought_ma_120d_cos_above_3_std,0.605,0.804,63,2.807
climate_risk_drought_ma_120d_log1p_above_3_std,0.59,0.739,25,1.215
climate_risk_drought_ma_240d_cos_above_3_std,0.587,0.713,55,2.451
climate_risk_heat_stress_max_120d_log1p_above_3_std,0.584,0.646,24,2.046
climate_risk_drought_ma_120d_sin_above_3_std,0.583,0.729,23,1.137
climate_risk_drought_max_120d_sin_above_3_std,0.577,0.577,1,0.045
climate_risk_drought_ma_120d_ssqrt_above_3_std,0.577,0.691,39,1.738
climate_risk_heat_stress_max_120d_thresh_mag_above_3_std,0.564,0.625,19,1.531
climate_risk_drought_ma_240d_ssqrt_above_3_std,0.563,0.656,39,1.738
climate_risk_heat_stress_ma_120d_cos_above_3_std,0.558,0.585,4,0.212
climate_risk_drought_ma_240d_sin_above_3_std,0.556,0.677,23,1.057
